id,Tm
2223,336.986083984375
2031,170.7041015625
397,330.9771728515625
3010,373.4219055175781
2767,313.6460876464844
396,249.02374267578125
1693,191.16233825683594
1432,365.35321044921875
1422,306.6076354980469
3132,236.96987915039062
1247,179.2628631591797
1965,218.0948944091797
703,196.08172607421875
678,323.10906982421875
1221,318.7099609375
1638,300.6611022949219
3311,337.5235595703125
1329,241.16600036621094
610,217.3645477294922
3198,364.4207763671875
2805,285.46875
2586,298.6571960449219
2635,241.14517211914062
1868,322.3005065917969
2301,248.00643920898438
1994,181.48350524902344
1472,164.13145446777344
1944,286.0717468261719
3107,201.56771850585938
1856,303.8463134765625
2185,339.5989685058594
3312,297.4747314453125
1686,246.6756134033203
1087,196.6414031982422
304,278.8223876953125
159,119.47915649414062
1782,339.19287109375
582,250.24473571777344
423,308.52142333984375
101,148.83872985839844
3321,290.2705993652344
2638,230.6480712890625
455,207.85040283203125
1910,211.29562377929688
1402,356.2455749511719
2364,203.10853576660156
3047,277.598876953125
2516,220.86485290527344
215,266.8064270019531
1471,144.93865966796875
2806,210.18284606933594
2739,316.1922302246094
1665,301.06488037109375
2564,273.54400634765625
2918,293.2609558105469
1310,309.8893737792969
2286,277.9189453125
2916,172.56968688964844
1278,218.5896759033203
3212,293.8655700683594
467,241.7288818359375
2060,244.72299194335938
1983,257.24285888671875
2373,202.25146484375
537,309.828125
1748,248.7464141845703
2417,269.00091552734375
2659,164.19952392578125
1640,209.6392822265625
826,261.07373046875
333,363.8818054199219
2606,297.7613525390625
2055,185.7095489501953
2167,289.82440185546875
2504,138.93508911132812
1661,274.8294372558594
1764,253.01028442382812
3012,263.1670837402344
3144,181.10877990722656
2604,307.158203125
1249,327.48583984375
286,344.25506591796875
2949,261.5968017578125
48,157.0082244873047
1716,154.04518127441406
1684,146.64300537109375
2550,424.251708984375
1171,196.2066192626953
2079,309.0602722167969
2368,167.77288818359375
46,196.87939453125
2274,437.5575256347656
1284,271.86932373046875
3218,237.64247131347656
294,266.68121337890625
1105,224.37461853027344
2529,284.9126281738281
1915,215.86228942871094
3299,219.54864501953125
1488,361.3855285644531
517,275.1825866699219
2486,173.86032104492188
477,201.59649658203125
1486,324.4140625
1169,185.3467254638672
1098,180.31549072265625
2960,333.29486083984375
1156,280.77850341796875
1762,227.30226135253906
2303,220.73928833007812
3310,307.5707702636719
2290,342.14813232421875
2849,217.53237915039062
2312,223.97537231445312
442,327.185302734375
109,120.56965637207031
3053,241.7180633544922
1605,154.98080444335938
2268,276.19219970703125
1341,224.57273864746094
1814,424.1490783691406
1648,392.9903564453125
744,312.00152587890625
2578,319.157470703125
2029,192.88380432128906
69,634.8798217773438
3302,324.52728271484375
2050,215.52137756347656
1172,184.44593811035156
1840,229.07798767089844
948,274.8557434082031
231,115.03800964355469
1451,214.92335510253906
2587,302.96917724609375
2412,243.1756134033203
1430,448.6903076171875
1503,287.10516357421875
1144,194.08187866210938
3058,282.67108154296875
942,283.05108642578125
353,340.5339050292969
3251,694.2175903320312
2740,298.359619140625
2402,291.53411865234375
520,355.5143127441406
655,253.83604431152344
622,349.8277587890625
3141,323.241455078125
192,180.540283203125
2971,193.5122833251953
3182,159.3813018798828
1272,249.18849182128906
2866,296.5775451660156
3085,195.1082305908203
3175,170.01998901367188
401,286.33935546875
2445,405.420654296875
2444,324.4378967285156
2741,417.75897216796875
1778,134.7001190185547
1267,224.0167236328125
217,325.0306701660156
251,331.361083984375
1625,172.95079040527344
681,342.8905029296875
1313,165.2142791748047
2283,207.7018585205078
3208,293.10028076171875
1438,270.5203552246094
762,285.44305419921875
2793,210.884765625
3087,196.0712432861328
855,177.4264678955078
2125,285.1607666015625
210,176.01722717285156
2505,273.7537536621094
2857,366.2789001464844
664,408.0102233886719
178,221.91331481933594
114,300.3540344238281
220,194.84329223632812
1294,222.4436492919922
784,509.84539794921875
1614,137.64096069335938
3174,295.3872375488281
2085,215.52645874023438
3064,290.3670959472656
1672,314.6536865234375
1130,356.8666687011719
1334,291.36944580078125
420,274.91387939453125
1679,284.8803405761719
1685,235.8560028076172
2765,251.00086975097656
898,200.5404510498047
3265,301.75677490234375
311,320.0999755859375
2764,276.7698669433594
842,266.1826477050781
2654,314.0653991699219
405,362.70233154296875
2841,217.8933868408203
2024,234.73268127441406
1946,445.33599853515625
2228,270.60491943359375
1273,272.6153869628906
2180,268.78045654296875
2262,231.49232482910156
3124,178.85450744628906
1142,357.3330078125
410,295.48046875
772,369.61175537109375
2311,241.69642639160156
1567,205.1187286376953
914,248.1552734375
2355,364.70745849609375
2827,159.9903106689453
471,369.806640625
3021,327.5382995605469
2930,295.54620361328125
1583,283.36065673828125
893,265.82904052734375
2538,235.31686401367188
710,234.03445434570312
3242,335.0050048828125
2211,247.56321716308594
249,235.5912322998047
2946,389.3641662597656
1412,380.6885070800781
1058,371.259765625
264,272.2979431152344
1671,268.3612060546875
2650,219.80850219726562
1813,370.7808532714844
19,215.3079071044922
1446,200.08656311035156
496,331.18475341796875
1745,372.87750244140625
1002,334.12103271484375
2683,267.54541015625
2,608.6094360351562
1590,427.24847412109375
3126,298.97320556640625
2619,235.3641357421875
1934,315.225341796875
3152,161.27183532714844
1439,356.6712951660156
299,303.19622802734375
1609,163.29537963867188
2969,211.7064666748047
2599,228.92689514160156
1046,309.175048828125
3134,316.0771179199219
2865,300.8817443847656
530,332.6864929199219
2394,255.38897705078125
2605,268.287109375
2323,213.2053985595703
1026,373.2201232910156
1742,194.76698303222656
2593,284.3570556640625
2493,260.4615783691406
1552,176.9160614013672
2616,329.50628662109375
1713,258.11163330078125
3296,203.3325958251953
1652,408.9766845703125
3044,160.46607971191406
595,172.86959838867188
592,297.9179382324219
2746,253.3155517578125
2826,170.5465087890625
1826,345.69769287109375
1073,342.205078125
1967,408.811279296875
1089,214.16024780273438
2711,268.6329040527344
1071,304.9053039550781
368,413.10272216796875
666,244.71192932128906
984,390.982666015625
382,338.420654296875
1228,372.51702880859375
1925,195.30287170410156
3060,267.3402099609375
3234,350.85845947265625
593,309.22711181640625
1418,422.74761962890625
693,240.40484619140625
794,284.101806640625
1484,352.4582824707031
552,310.11981201171875
1694,155.80943298339844
132,183.19161987304688
1986,262.26019287109375
85,205.3076629638672
2503,237.89781188964844
2769,319.46429443359375
2907,299.763916015625
2347,336.8416748046875
2482,223.7432098388672
1164,283.1358947753906
773,302.28955078125
3045,307.30706787109375
1612,151.68312072753906
749,158.51632690429688
35,380.82452392578125
2724,274.89990234375
2973,265.9422302246094
406,290.0038146972656
482,208.81704711914062
133,185.7643585205078
2964,284.7442626953125
2990,237.19888305664062
1076,283.45928955078125
2821,205.28158569335938
2675,325.4117431640625
2527,237.9588165283203
2257,126.32826232910156
2510,163.04788208007812
2457,315.1595458984375
148,197.38352966308594
3259,278.9420471191406
120,255.0397491455078
1723,162.2189483642578
1021,287.9977722167969
579,360.3040466308594
3256,309.993896484375
2762,309.23583984375
1218,252.33851623535156
1434,357.9596252441406
1880,319.03472900390625
2116,214.33135986328125
1711,190.15892028808594
1921,247.42401123046875
2245,189.04873657226562
2991,276.1779479980469
3062,294.34136962890625
1914,216.16378784179688
1400,382.3450012207031
1863,352.5370178222656
721,258.1275329589844
1775,131.27194213867188
720,267.4963684082031
3272,259.03179931640625
687,332.52191162109375
323,273.83099365234375
1569,191.6220245361328
511,405.96136474609375
739,188.6944122314453
2041,281.1197204589844
1362,282.2275390625
2265,348.1816101074219
2033,205.314208984375
798,259.39825439453125
1404,350.63372802734375
1305,239.5570831298828
3143,264.2547302246094
480,192.7368927001953
1954,326.7279052734375
2583,300.5331726074219
2387,231.34458923339844
1186,166.18734741210938
1468,509.989013671875
1883,280.48992919921875
1360,249.8625030517578
1283,270.6546325683594
2369,323.8845520019531
1867,284.37115478515625
2091,171.9763946533203
740,214.5751190185547
355,267.8985595703125
1392,169.2141571044922
3155,311.705078125
2900,338.51812744140625
860,253.57154846191406
2945,279.7481994628906
2351,250.92359924316406
1440,273.0697937011719
1209,282.4242248535156
3185,154.8379364013672
787,252.92173767089844
1827,450.68463134765625
30,424.46185302734375
2933,252.83302307128906
78,172.90138244628906
3003,284.3479919433594
1520,394.39886474609375
3162,367.0158386230469
2246,334.56280517578125
966,331.9749450683594
531,361.818359375
134,182.56764221191406
3179,173.12802124023438
928,227.16561889648438
1173,205.6650848388672
1691,239.4596405029297
2802,352.378173828125
1079,379.737060546875
68,510.74835205078125
1111,366.19244384765625
2342,197.86744689941406
187,172.61912536621094
2099,333.4667663574219
1530,295.8214111328125
1739,128.4778289794922
107,195.7008514404297
2046,256.3992919921875
3203,306.59722900390625
349,321.6087951660156
805,237.66212463378906
2832,216.7763671875
233,310.8385925292969
2897,228.54164123535156
1417,317.50604248046875
343,270.1361083984375
3239,328.2935791015625
3215,317.0835266113281
1298,256.3607482910156
3005,235.5574951171875
3167,279.2015380859375
2078,285.85931396484375
2131,254.56280517578125
620,410.8197326660156
1987,158.11647033691406
3194,215.81434631347656
1785,364.421875
1904,309.64111328125
1072,308.32745361328125
885,265.9616394042969
2603,165.1588592529297
470,335.252197265625
986,256.968505859375
2783,165.04931640625
1290,223.73191833496094
175,256.2321472167969
2871,142.95603942871094
1539,167.7529754638672
1088,198.58645629882812
2297,424.4402160644531
2735,305.56243896484375
1119,242.2823944091797
124,242.0732879638672
918,217.2978057861328
2248,277.2828063964844
1936,445.57476806640625
836,218.6473846435547
891,394.88763427734375
2923,205.39366149902344
1547,175.0563201904297
1707,300.94439697265625
2435,229.7488555908203
171,151.28738403320312
2123,430.89404296875
3313,344.06549072265625
332,331.4500427246094
2144,131.15208435058594
2814,144.15660095214844
481,196.4304962158203
2026,213.8108673095703
2851,165.60488891601562
1906,350.77825927734375
2752,209.36412048339844
3255,201.58056640625
2539,242.76959228515625
1932,309.26409912109375
1244,296.9093017578125
2139,273.3660583496094
3181,168.6576385498047
2288,318.705078125
2111,169.2530059814453
2678,428.85577392578125
1558,207.97752380371094
2590,244.08534240722656
238,390.4488525390625
512,290.8953857421875
2722,237.5049285888672
84,107.21283721923828
2039,220.08641052246094
3138,329.90277099609375
2532,246.4407196044922
1512,427.18060302734375
2734,220.26797485351562
1804,312.70465087890625
4,373.11358642578125
131,175.54640197753906
2709,260.630126953125
1606,267.80743408203125
2723,289.5896911621094
3189,256.9367370605469
1770,244.8910369873047
1240,289.0577087402344
2570,333.1121826171875
2988,298.8160705566406
626,293.38763427734375
2786,199.70484924316406
320,305.4206848144531
608,311.7293701171875
3197,159.62689208984375
419,209.06581115722656
2768,298.7366943359375
3201,278.97540283203125
724,181.84312438964844
1822,295.690673828125
586,394.70672607421875
2876,140.55007934570312
88,197.0559539794922
2053,214.38851928710938
407,451.4263000488281
1976,301.34564208984375
725,179.47950744628906
877,216.30026245117188
2335,273.6351318359375
983,140.2349395751953
2035,186.2857208251953
2120,298.6679992675781
3006,225.6221466064453
158,130.0480194091797
488,230.6356964111328
850,237.0367431640625
3263,258.5296325683594
2388,199.28005981445312
1802,232.62017822265625
934,214.95211791992188
380,278.26800537109375
100,186.1160125732422
1474,167.91209411621094
669,277.3360595703125
2843,231.0341796875
76,237.80844116210938
1346,179.12722778320312
3327,531.8787841796875
1777,277.5472412109375
2940,254.7139434814453
2506,178.20379638671875
2663,253.0817413330078
624,258.47406005859375
2655,170.66624450683594
2089,267.921630859375
1065,273.0403137207031
